feature,importance
ACTIVE_AMT_CREDIT_SUM_MAX,287.2
REFUSED_AMT_CREDIT_MIN,283.44
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,283.32
PREV_NAME_TYPE_SUITE_nan_MEAN,276.66
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,275.32
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,272.62
APPROVED_AMT_APPLICATION_MAX,270.84
EXT_SOURCE_2_VAR,267.06
PREV_HUMAN_EVAL_MEAN,261.96
CODE_GENDER,258.68
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,256.1
INSTAL_DPD_SUM,251.82
NEW_RATIO_PREV_CNT_PAYMENT_SUM,251.46
POS_SK_DPD_DEF_MEAN,249.02
REFUSED_APP_CREDIT_PERC_MIN,248.46
INSTAL_DPD_MAX,248.02
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,232.5
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,229.78
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,225.66
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,225.6
BURO_AMT_CREDIT_SUM_DEBT_SUM,223.18
LIVING_TO_NONLIVING_RATIO,222.28
CC_CNT_DRAWINGS_CURRENT_VAR,202.44
PREV_NAME_YIELD_GROUP_XNA_MEAN,199.4
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,197.2
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,195.7
PREV_NAME_CLIENT_TYPE_New_MEAN,194.8
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,194.64
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,193.96
NEW_RATIO_PREV_HUMAN_EVAL_SUM,180.12
CC_CNT_DRAWINGS_CURRENT_MEAN,173.12
SOCIAL_PRED,170.16
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,168.9
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,162.62
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,158.56
NAME_FAMILY_STATUS_Married,157.56
ENTRANCES_MEDI,146.1
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,141.36
REGION_RATING_CLIENT_W_CITY,140.14
PREV_NAME_PORTFOLIO_Cards_MEAN,136.38
PREV_HUMAN_EVAL_SUM,134.02
PREV_NAME_PORTFOLIO_POS_MEAN,129.08
APPROVED_AMT_GOODS_PRICE_MAX,128.5
PREV_NAME_YIELD_GROUP_low_action_MEAN,128.36
BURO_CREDIT_TYPE_Microloan_MEAN,126.6
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,126.34
CC_AMT_PAYMENT_CURRENT_SUM,124.02
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,115.76
CC_AMT_TOTAL_RECEIVABLE_MIN,115.68
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,114.36
OBS_60_CNT_SOCIAL_CIRCLE,114.1
NAME_EDUCATION_TYPE_Higher education,113.74
CC_AMT_INST_MIN_REGULARITY_VAR,110.82
CC_AMT_RECIVABLE_VAR,109.24
FLAG_WORK_PHONE,109.12
POS_SK_DPD_DEF_MAX,99.82
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,98.6
DEF_30_CNT_SOCIAL_CIRCLE,98.44
PREV_CODE_REJECT_REASON_XAP_MEAN,96.58
AMT_REQ_CREDIT_BUREAU_QRT,95.76
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,92.64
PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,90.14
BURO_CREDIT_TYPE_Mortgage_MEAN,89.88
CC_AMT_RECIVABLE_SUM,89.86
CC_CNT_DRAWINGS_CURRENT_MAX,89.16
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,87.82
PREV_CODE_REJECT_REASON_SCO_MEAN,87.72
NAME_EDUCATION_TYPE_Secondary / secondary special,86.66
NEW_DOC_IND_KURT,86.34
BURO_CREDIT_TYPE_Car loan_MEAN,76.84
FLAG_DOCUMENT_3,76.0
ORGANIZATION_TYPE_Self-employed,75.48
CC_CNT_DRAWINGS_POS_CURRENT_MAX,75.24
REG_CITY_NOT_LIVE_CITY,69.82
NEW_DOC_IND_STD,69.32
DEF_60_CNT_SOCIAL_CIRCLE,68.92
NAME_INCOME_TYPE_Working,62.9
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,61.66
NEW_RATIO_BURO_AMT_CREDIT_SUM_LIMIT_MEAN,61.48
ORGANIZATION_TYPE_Business Entity Type 3,61.2
CC_AMT_BALANCE_MEAN,60.04
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,58.1
CC_AMT_BALANCE_MAX,53.66
APPROVED_HUMAN_EVAL_SUM,52.92
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,51.52
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,50.24
ORGANIZATION_TYPE_Construction,49.2
CC_AMT_RECIVABLE_MEAN,47.46
OCCUPATION_TYPE_Drivers,47.32
ORGANIZATION_TYPE_Military,43.74
FLAG_PHONE,43.34
ORGANIZATION_TYPE_Transport: type 3,42.26
CC_AMT_RECIVABLE_MAX,41.44
OCCUPATION_TYPE_Core staff,40.22
ORGANIZATION_TYPE_Industry: type 9,39.98
OCCUPATION_TYPE_Laborers,38.6
"WALLSMATERIAL_MODE_Stone, brick",37.76
ORGANIZATION_TYPE_School,36.66
LIVE_CITY_NOT_WORK_CITY,34.32
REGION_RATING_CLIENT,34.12
NAME_INCOME_TYPE_State servant,33.36
WEEKDAY_APPR_PROCESS_START_MONDAY,32.68
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,30.24
NAME_HOUSING_TYPE_Office apartment,30.1
NAME_HOUSING_TYPE_House / apartment,30.02
OCCUPATION_TYPE_High skill tech staff,29.72
POS_COUNT,29.22
FLAG_DOCUMENT_8,28.04
NAME_FAMILY_STATUS_Single / not married,26.02
CC_NAME_CONTRACT_STATUS_Active_MIN,25.68
WALLSMATERIAL_MODE_Panel,25.64
OCCUPATION_TYPE_Accountants,25.28
ORGANIZATION_TYPE_Police,24.78
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,24.66
REFUSED_HUMAN_EVAL_SUM,23.82
WEEKDAY_APPR_PROCESS_START_TUESDAY,23.32
CC_AMT_TOTAL_RECEIVABLE_VAR,22.56
ORGANIZATION_TYPE_Bank,22.52
PREV_CODE_REJECT_REASON_CLIENT_MEAN,21.92
OCCUPATION_TYPE_Sales staff,21.58
ORGANIZATION_TYPE_Security Ministries,21.46
OCCUPATION_TYPE_Medicine staff,21.42
CC_AMT_TOTAL_RECEIVABLE_SUM,21.1
ORGANIZATION_TYPE_Medicine,20.86
ORGANIZATION_TYPE_Kindergarten,19.76
NAME_HOUSING_TYPE_Municipal apartment,18.3
NAME_EDUCATION_TYPE_Lower secondary,16.4
WEEKDAY_APPR_PROCESS_START_SUNDAY,15.92
FLAG_DOCUMENT_11,14.66
CC_AMT_TOTAL_RECEIVABLE_MAX,14.0
EXT_SOURCE_3_VAR,12.04
OCCUPATION_TYPE_Low-skill Laborers,11.62
FLAG_OWN_CAR,10.74
NAME_TYPE_SUITE_Other_B,10.62
WALLSMATERIAL_MODE_Others,10.16
NAME_CONTRACT_TYPE_Cash loans,9.92
ORGANIZATION_TYPE_Hotel,8.46
CC_AMT_TOTAL_RECEIVABLE_MEAN,8.24
ORGANIZATION_TYPE_Restaurant,7.9
FLAG_DOCUMENT_18,4.78
NAME_CONTRACT_TYPE_Revolving loans,0.54
