feature,importance
PREV_HUMAN_EVAL_MEAN,251.06
POS_COUNT,249.28
DAYS_REGISTRATION_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,248.2
AMT_ANNUITY_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,247.96
CNT_FAM_MEMBERS_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,243.82
REFUSED_APP_CREDIT_PERC_MIN,238.16
EXT_SOURCE_2_VAR,237.88
DAYS_BIRTH_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,237.46
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,229.58
PREV_NAME_TYPE_SUITE_nan_MEAN,221.3
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,220.36
CC_CNT_DRAWINGS_CURRENT_VAR,219.14
EXT_SOURCE_2_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,217.64
POS_SK_DPD_DEF_MEAN,217.58
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,212.78
CC_CNT_DRAWINGS_CURRENT_MEAN,211.2
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,207.42
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,207.26
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,204.48
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,203.44
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,203.02
NEW_RATIO_PREV_HUMAN_EVAL_SUM,197.34
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,192.84
EXT_SOURCE_3_VAR,191.18
PREV_NAME_CLIENT_TYPE_New_MEAN,179.76
CC_AMT_PAYMENT_CURRENT_SUM,176.88
CODE_GENDER,176.28
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,174.32
PREV_NAME_YIELD_GROUP_XNA_MEAN,169.88
PREV_NAME_PORTFOLIO_POS_MEAN,169.3
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,164.84
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,162.4
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,161.88
ENTRANCES_MEDI,161.0
PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,160.32
PREV_HUMAN_EVAL_SUM,159.54
SOCIAL_PRED,158.36
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,153.78
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,151.74
EXT_SOURCE_1_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,147.6
REGION_RATING_CLIENT_W_CITY,145.9
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,145.84
NAME_FAMILY_STATUS_Married,144.82
EXT_SOURCE_1_BY_CODE_GENDER_OCCUPATION_TYPE,144.72
DAYS_ID_PUBLISH_BY_CODE_GENDER_OCCUPATION_TYPE,143.28
PREV_CODE_REJECT_REASON_XAP_MEAN,138.76
PREV_NAME_YIELD_GROUP_low_action_MEAN,136.18
EXT_SOURCE_1_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,133.7
AMT_REQ_CREDIT_BUREAU_YEAR_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,132.8
POS_SK_DPD_DEF_MAX,129.2
DAYS_EMPLOYED_BY_CODE_GENDER_OCCUPATION_TYPE,127.68
YEARS_BUILD_AVG_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,125.62
NONLIVINGAREA_AVG_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,125.58
CC_CNT_DRAWINGS_CURRENT_MAX,124.96
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,124.24
EXT_SOURCE_1_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,121.3
AMT_INCOME_TOTAL_BY_CODE_GENDER_NAME_EDUCATION_TYPE,121.2
OBS_60_CNT_SOCIAL_CIRCLE,120.48
BURO_CREDIT_TYPE_Microloan_MEAN,120.38
CC_AMT_RECIVABLE_VAR,119.92
EXT_SOURCE_3_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,119.68
DAYS_EMPLOYED_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,118.74
DAYS_REGISTRATION_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,118.14
PREV_NAME_PORTFOLIO_Cards_MEAN,116.5
EXT_SOURCE_3_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,115.62
CC_AMT_TOTAL_RECEIVABLE_MIN,114.52
DAYS_EMPLOYED_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,114.02
CC_AMT_INST_MIN_REGULARITY_VAR,113.24
CC_AMT_BALANCE_MEAN,113.2
AMT_GOODS_PRICE_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,113.12
AMT_CREDIT_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,112.4
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,112.34
CC_AMT_RECIVABLE_MEAN,111.48
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,108.64
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,108.18
APARTMENTS_AVG_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,107.44
FLAG_WORK_PHONE,107.26
DAYS_REGISTRATION_BY_CODE_GENDER_OCCUPATION_TYPE,106.76
DAYS_BIRTH_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,105.88
EXT_SOURCE_2_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,105.6
DEF_30_CNT_SOCIAL_CIRCLE,104.54
DAYS_BIRTH_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,103.42
DAYS_ID_PUBLISH_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,103.1
EXT_SOURCE_2_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,102.86
CC_AMT_TOTAL_RECEIVABLE_VAR,101.12
BURO_CREDIT_TYPE_Mortgage_MEAN,101.04
BASEMENTAREA_AVG_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,100.56
AMT_INCOME_TOTAL_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,99.42
AMT_ANNUITY_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,98.94
CC_AMT_RECIVABLE_SUM,97.4
NEW_DOC_IND_KURT,97.32
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,96.86
CNT_FAM_MEMBERS_BY_CODE_GENDER_OCCUPATION_TYPE,95.72
AMT_ANNUITY_BY_CODE_GENDER_OCCUPATION_TYPE,94.8
DAYS_BIRTH_BY_CODE_GENDER_OCCUPATION_TYPE,93.58
CC_AMT_BALANCE_MAX,93.5
AMT_REQ_CREDIT_BUREAU_QRT,93.4
CC_AMT_TOTAL_RECEIVABLE_MEAN,92.54
CNT_CHILDREN_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,91.42
CNT_FAM_MEMBERS_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,91.34
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,90.16
CC_CNT_DRAWINGS_POS_CURRENT_MAX,89.08
CC_AMT_RECIVABLE_MAX,88.44
PREV_CODE_REJECT_REASON_SCO_MEAN,87.54
CNT_CHILDREN_BY_CODE_GENDER_OCCUPATION_TYPE,87.52
REGION_RATING_CLIENT,87.08
BURO_CREDIT_TYPE_Car loan_MEAN,87.06
EXT_SOURCE_3_BY_CODE_GENDER_OCCUPATION_TYPE,86.5
CC_AMT_TOTAL_RECEIVABLE_SUM,85.72
OWN_CAR_AGE_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,85.4
AMT_CREDIT_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,82.8
NEW_DOC_IND_STD,81.48
DEF_60_CNT_SOCIAL_CIRCLE,80.42
CC_AMT_TOTAL_RECEIVABLE_MAX,80.18
REG_CITY_NOT_LIVE_CITY,76.02
FLAG_DOCUMENT_3,75.08
APPROVED_HUMAN_EVAL_SUM,73.66
EXT_SOURCE_2_BY_CODE_GENDER_OCCUPATION_TYPE,72.76
AMT_ANNUITY_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,71.62
REFUSED_HUMAN_EVAL_SUM,66.12
EXT_SOURCE_1_BY_OCCUPATION_TYPE,63.26
FLAG_OWN_CAR,62.58
DAYS_EMPLOYED_BY_OCCUPATION_TYPE,60.7
DAYS_ID_PUBLISH_BY_OCCUPATION_TYPE,58.58
DAYS_BIRTH_BY_OCCUPATION_TYPE,56.24
NEW_RATIO_BURO_AMT_CREDIT_SUM_LIMIT_MEAN,55.14
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,52.9
DAYS_REGISTRATION_BY_OCCUPATION_TYPE,52.62
EXT_SOURCE_3_BY_OCCUPATION_TYPE,52.02
NAME_EDUCATION_TYPE_Higher education,48.92
CNT_CHILDREN_BY_OCCUPATION_TYPE,47.72
CNT_FAM_MEMBERS_BY_OCCUPATION_TYPE,45.0
NAME_INCOME_TYPE_Working,40.82
ORGANIZATION_TYPE_Self-employed,40.62
FLAG_PHONE,39.26
NAME_EDUCATION_TYPE_Secondary / secondary special,39.16
EXT_SOURCE_2_BY_OCCUPATION_TYPE,39.06
"WALLSMATERIAL_MODE_Stone, brick",37.52
AMT_ANNUITY_BY_OCCUPATION_TYPE,33.9
ORGANIZATION_TYPE_Transport: type 3,33.54
WEEKDAY_APPR_PROCESS_START_MONDAY,31.54
FLAG_DOCUMENT_8,30.8
WALLSMATERIAL_MODE_Panel,30.0
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,29.8
ORGANIZATION_TYPE_Military,29.78
NAME_HOUSING_TYPE_Office apartment,28.98
CC_NAME_CONTRACT_STATUS_Active_MIN,27.18
NAME_FAMILY_STATUS_Single / not married,27.12
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,23.22
PREV_CODE_REJECT_REASON_CLIENT_MEAN,22.9
NAME_INCOME_TYPE_State servant,22.14
NAME_HOUSING_TYPE_House / apartment,21.6
WEEKDAY_APPR_PROCESS_START_TUESDAY,21.3
LIVE_CITY_NOT_WORK_CITY,20.08
NAME_HOUSING_TYPE_Municipal apartment,19.48
ORGANIZATION_TYPE_Industry: type 9,17.74
NAME_CONTRACT_TYPE_Cash loans,16.62
WEEKDAY_APPR_PROCESS_START_SUNDAY,16.24
ORGANIZATION_TYPE_Construction,16.1
FLAG_DOCUMENT_11,15.52
NAME_CONTRACT_TYPE_Revolving loans,14.06
ORGANIZATION_TYPE_Bank,13.9
ORGANIZATION_TYPE_Business Entity Type 3,12.2
ORGANIZATION_TYPE_School,11.86
NAME_TYPE_SUITE_Other_B,10.1
WALLSMATERIAL_MODE_Others,9.12
ORGANIZATION_TYPE_Security Ministries,7.14
ORGANIZATION_TYPE_Hotel,6.94
FLAG_DOCUMENT_18,6.66
ORGANIZATION_TYPE_Police,4.62
ORGANIZATION_TYPE_Kindergarten,3.24
NAME_EDUCATION_TYPE_Lower secondary,3.2
ORGANIZATION_TYPE_Medicine,3.0
OCCUPATION_TYPE_Laborers,2.24
OCCUPATION_TYPE_Core staff,1.3
ORGANIZATION_TYPE_Restaurant,1.24
OCCUPATION_TYPE_Sales staff,1.16
OCCUPATION_TYPE_High skill tech staff,1.16
OCCUPATION_TYPE_Drivers,0.78
OCCUPATION_TYPE_Medicine staff,0.4
OCCUPATION_TYPE_Accountants,0.24
OCCUPATION_TYPE_Low-skill Laborers,0.02
