feature,importance
NAME_INCOME_TYPE_State servant,1.205
CC_AMT_TOTAL_RECEIVABLE_SUM,1.1425
ORGANIZATION_TYPE_Kindergarten,1.12
OCCUPATION_TYPE_Accountants,1.1175
CC_NAME_CONTRACT_STATUS_Active_MIN,1.105
NEW_DOC_IND_KURT,1.095
NAME_EDUCATION_TYPE_Lower secondary,1.0525
ORGANIZATION_TYPE_Military,1.0525
ORGANIZATION_TYPE_Security Ministries,0.9875
OCCUPATION_TYPE_Core staff,0.975
ORGANIZATION_TYPE_Transport: type 3,0.97
ORGANIZATION_TYPE_School,0.9525
ORGANIZATION_TYPE_Industry: type 9,0.9525
FLAG_DOCUMENT_18,0.9475
NAME_CONTRACT_TYPE_Cash loans,0.9175
NAME_TYPE_SUITE_Other_B,0.9025
ORGANIZATION_TYPE_Bank,0.8375
ORGANIZATION_TYPE_Restaurant,0.7625
CC_AMT_TOTAL_RECEIVABLE_MAX,0.7625
ORGANIZATION_TYPE_Police,0.7525
NAME_HOUSING_TYPE_Office apartment,0.745
OCCUPATION_TYPE_Medicine staff,0.74
ORGANIZATION_TYPE_Hotel,0.7325
OCCUPATION_TYPE_Low-skill Laborers,0.6625
FLAG_DOCUMENT_11,0.5725
WALLSMATERIAL_MODE_Others,0.565
CC_AMT_TOTAL_RECEIVABLE_VAR,0.495
FLAG_OWN_CAR,0.4075
CC_AMT_TOTAL_RECEIVABLE_MEAN,0.2375
NAME_CONTRACT_TYPE_Revolving loans,0.0375
POS_COUNT,0.0
EXT_SOURCE_3_VAR,0.0
POS_TIME_DECAYED_UNPAYED_RATIO_SIZE,0.0
