feature,importance
PREV_APP_CREDIT_PERC_MEAN,380.4
NEW_SOURCES_PROD,377.12
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,374.4
BURO_AMT_CREDIT_SUM_MAX,373.76
DAYS_LAST_PHONE_CHANGE,366.9
INSTAL_DAYS_ENTRY_PAYMENT_MAX_MAX,364.2
ACTIVE_AMT_CREDIT_SUM_SUM,363.18
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,362.54
PREV_APP_CREDIT_PERC_MAX,361.22
BURO_AMT_CREDIT_SUM_DEBT_MEAN,351.56
INSTAL_DPD_SUM_SUM,349.72
POS_MONTHS_BALANCE_SIZE,346.28
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,338.34
POS_NAME_CONTRACT_STATUS_Active_MEAN,337.82
DAYS_EMPLOYED_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,337.0
INCOME_TO_GOODS_PRICE_RATIO,334.72
ACTIVE_AMT_CREDIT_SUM_MAX,333.38
INSTAL_PAYMENT_PERC_SUM_SUM,333.18
APPROVED_DAYS_DECISION_MAX,330.2
APPROVED_AMT_CREDIT_MAX,328.42
INSTAL_PAYMENT_PERC_MEAN_MEAN,326.4
PREV_RATE_DOWN_PAYMENT_MEAN,326.12
INSTAL_DPD_MAX_MAX,323.74
APPROVED_TIME_DECAYED_HUMAN_EVAL_SUM,322.44
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,314.34
ACTIVE_AMT_CREDIT_SUM_MEAN,313.68
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,311.98
APPROVED_AMT_APPLICATION_MAX,308.12
PREV_APP_CREDIT_PERC_MIN,305.84
APPROVED_CNT_PAYMENT_SUM,303.52
DIFF_INCOME_AND_GOODS_PRICE,299.98
APPROVED_AMT_GOODS_PRICE_MAX,299.72
AMT_INCOME_TOTAL_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,299.46
NEW_RATIO_PREV_TIME_DECAYED_HUMAN_EVAL_SUM,295.98
INSTAL_PAYMENT_DIFF_SUM_SUM,294.9
EXT_SOURCE_3_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,291.62
BURO_AMT_CREDIT_SUM_DEBT_SUM,289.14
AMT_REQ_CREDIT_BUREAU_YEAR_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,288.38
APPROVED_APP_CREDIT_PERC_MIN,287.68
YEARS_BEGINEXPLUATATION_MEDI,286.6
EXT_SOURCE_3_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,285.26
CNT_CHILDREN_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,285.16
EXT_SOURCE_3_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,285.14
AMT_CREDIT,283.56
REFUSED_TIME_DECAYED_HUMAN_EVAL_SUM,282.14
POS_TIME_DECAYED_UNPAYED_RATIO_SIZE,279.1
EXT_SOURCE_2_BY_OCCUPATION_TYPE,277.66
BURO_CREDIT_ACTIVE_Closed_MEAN,277.28
DAYS_BIRTH_BY_OCCUPATION_TYPE,276.72
EXT_SOURCE_2_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,272.8
EXT_SOURCE_3_BY_OCCUPATION_TYPE,272.74
APARTMENTS_MEDI,272.5
EXT_SOURCE_2_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,271.98
EXT_SOURCE_2_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,271.32
EXT_SOURCE_3_BY_CODE_GENDER_OCCUPATION_TYPE,271.08
DAYS_BIRTH_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,269.0
AMT_ANNUITY_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,268.98
LIVINGAREA_MEDI,268.98
DAYS_BIRTH_BY_CODE_GENDER_OCCUPATION_TYPE,268.8
EXT_SOURCE_2_BY_CODE_GENDER_OCCUPATION_TYPE,267.74
DAYS_BIRTH_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,266.14
DAYS_REGISTRATION_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,261.46
DAYS_EMPLOYED_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,260.8
DAYS_BIRTH_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,259.86
DAYS_REGISTRATION_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,256.64
AMT_ANNUITY_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,256.44
OWN_CAR_AGE,255.84
DAYS_REGISTRATION_BY_OCCUPATION_TYPE,252.04
OWN_CAR_AGE_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,250.98
AMT_ANNUITY_BY_CODE_GENDER_OCCUPATION_TYPE,250.18
PREV_NAME_YIELD_GROUP_high_MEAN,249.5
DAYS_REGISTRATION_BY_CODE_GENDER_OCCUPATION_TYPE,248.84
AMT_CREDIT_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,247.52
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,246.8
DAYS_ID_PUBLISH_BY_CODE_GENDER_OCCUPATION_TYPE,246.3
AMT_ANNUITY_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,244.3
REFUSED_AMT_CREDIT_MIN,241.78
POS_MONTHS_BALANCE_MAX,239.38
DAYS_ID_PUBLISH_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,239.22
DAYS_EMPLOYED_BY_CODE_GENDER_OCCUPATION_TYPE,238.94
AMT_GOODS_PRICE_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,238.52
DAYS_EMPLOYED_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,236.58
EXT_SOURCE_1_BY_CODE_GENDER_OCCUPATION_TYPE,234.72
DAYS_EMPLOYED_BY_OCCUPATION_TYPE,234.52
AMT_INCOME_TOTAL_BY_CODE_GENDER_NAME_EDUCATION_TYPE,233.2
INSTAL_PAYMENT_DIFF_MAX_MAX,232.24
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,232.18
AMT_CREDIT_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,231.8
CNT_FAM_MEMBERS_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,231.62
DAYS_ID_PUBLISH_BY_OCCUPATION_TYPE,230.6
PREV_HUMAN_EVAL_MEAN,230.3
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,228.3
DAYS_ID_PUBLISH_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,223.58
AMT_CREDIT_BY_OCCUPATION_TYPE,222.12
NEW_RATIO_PREV_CNT_PAYMENT_SUM,219.74
BURO_CREDIT_TYPE_Credit card_MEAN,218.78
POS_COUNT,214.0
REFUSED_APP_CREDIT_PERC_MIN,208.34
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,207.22
CC_CNT_DRAWINGS_CURRENT_VAR,203.54
PREV_NAME_TYPE_SUITE_nan_MEAN,202.0
CODE_GENDER,196.72
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,196.4
POS_SK_DPD_DEF_MEAN,193.94
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,191.72
EXT_SOURCE_1_BY_ORGANIZATION_TYPE_OCCUPATION_TYPE,191.7
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,188.06
APARTMENTS_AVG_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,187.2
CC_CNT_DRAWINGS_CURRENT_MEAN,185.92
EXT_SOURCE_1_BY_OCCUPATION_TYPE,185.72
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,183.32
EXT_SOURCE_1_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,183.0
EXT_SOURCE_1_BY_NAME_INCOME_TYPE_OCCUPATION_TYPE,182.54
EXT_SOURCE_2_VAR,180.44
NEW_RATIO_PREV_HUMAN_EVAL_SUM,179.78
EXT_SOURCE_1_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,179.64
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,176.18
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,176.04
NONLIVINGAREA_AVG_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,174.84
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,174.42
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,169.14
CNT_FAM_MEMBERS_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,168.14
CNT_FAM_MEMBERS_BY_CODE_GENDER_OCCUPATION_TYPE,165.62
PREV_NAME_CLIENT_TYPE_New_MEAN,157.4
BASEMENTAREA_AVG_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,157.24
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,153.44
CC_AMT_PAYMENT_CURRENT_SUM,153.26
PREV_NAME_YIELD_GROUP_XNA_MEAN,150.68
PREV_NAME_PORTFOLIO_POS_MEAN,147.34
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,145.58
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,142.88
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,142.76
EXT_SOURCE_3_VAR,141.94
PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,141.3
CNT_CHILDREN_BY_REG_CITY_NOT_WORK_CITY_OCCUPATION_TYPE,140.86
SOCIAL_PRED,140.06
PREV_HUMAN_EVAL_SUM,138.74
CNT_CHILDREN_BY_CODE_GENDER_OCCUPATION_TYPE,137.4
REGION_RATING_CLIENT_W_CITY,137.1
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,134.22
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,133.64
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,133.6
ENTRANCES_MEDI,133.1
NAME_FAMILY_STATUS_Married,125.7
PREV_NAME_YIELD_GROUP_low_action_MEAN,124.38
YEARS_BUILD_AVG_BY_NAME_EDUCATION_TYPE_OCCUPATION_TYPE,123.62
CNT_FAM_MEMBERS_BY_OCCUPATION_TYPE,116.98
PREV_CODE_REJECT_REASON_XAP_MEAN,114.42
POS_SK_DPD_DEF_MAX,114.2
BURO_CREDIT_TYPE_Microloan_MEAN,114.18
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,110.78
CC_CNT_DRAWINGS_CURRENT_MAX,110.54
CNT_CHILDREN_BY_OCCUPATION_TYPE,107.98
PREV_NAME_PORTFOLIO_Cards_MEAN,105.72
CC_AMT_RECIVABLE_VAR,105.22
OBS_60_CNT_SOCIAL_CIRCLE,103.64
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,102.52
FLAG_WORK_PHONE,102.12
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,101.98
CC_AMT_INST_MIN_REGULARITY_VAR,100.78
NAME_EDUCATION_TYPE_Higher education,100.76
CC_AMT_BALANCE_MEAN,100.42
CC_AMT_TOTAL_RECEIVABLE_MIN,99.58
CC_AMT_RECIVABLE_MEAN,96.96
DEF_30_CNT_SOCIAL_CIRCLE,96.82
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,96.54
BURO_CREDIT_TYPE_Mortgage_MEAN,94.54
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,91.16
NEW_DOC_IND_KURT,87.08
CC_AMT_TOTAL_RECEIVABLE_VAR,86.54
AMT_REQ_CREDIT_BUREAU_QRT,84.64
CC_AMT_RECIVABLE_SUM,84.52
CC_AMT_TOTAL_RECEIVABLE_MEAN,84.44
CC_AMT_RECIVABLE_MAX,82.94
CC_AMT_BALANCE_MAX,81.92
NAME_EDUCATION_TYPE_Secondary / secondary special,81.12
PREV_CODE_REJECT_REASON_SCO_MEAN,78.86
CC_CNT_DRAWINGS_POS_CURRENT_MAX,77.84
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,76.44
BURO_CREDIT_TYPE_Car loan_MEAN,75.24
NEW_DOC_IND_STD,74.18
CC_AMT_TOTAL_RECEIVABLE_SUM,72.64
CC_AMT_TOTAL_RECEIVABLE_MAX,71.64
DEF_60_CNT_SOCIAL_CIRCLE,69.86
REGION_RATING_CLIENT,69.84
FLAG_DOCUMENT_3,69.44
REG_CITY_NOT_LIVE_CITY,69.4
APPROVED_HUMAN_EVAL_SUM,66.5
ORGANIZATION_TYPE_Self-employed,58.5
REFUSED_HUMAN_EVAL_SUM,56.78
NAME_INCOME_TYPE_Working,55.52
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,51.28
NEW_RATIO_BURO_AMT_CREDIT_SUM_LIMIT_MEAN,51.1
OCCUPATION_TYPE_Core staff,44.24
FLAG_OWN_CAR,39.84
ORGANIZATION_TYPE_Transport: type 3,38.36
OCCUPATION_TYPE_Drivers,37.3
ORGANIZATION_TYPE_Military,37.28
"WALLSMATERIAL_MODE_Stone, brick",36.74
ORGANIZATION_TYPE_Business Entity Type 3,36.32
NAME_INCOME_TYPE_State servant,36.12
ORGANIZATION_TYPE_Construction,35.9
FLAG_PHONE,33.22
ORGANIZATION_TYPE_Industry: type 9,29.62
ORGANIZATION_TYPE_School,29.28
OCCUPATION_TYPE_High skill tech staff,28.14
WEEKDAY_APPR_PROCESS_START_MONDAY,28.12
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,28.04
NAME_HOUSING_TYPE_Office apartment,27.9
OCCUPATION_TYPE_Accountants,27.78
CC_NAME_CONTRACT_STATUS_Active_MIN,25.72
FLAG_DOCUMENT_8,25.42
ORGANIZATION_TYPE_Bank,24.1
WALLSMATERIAL_MODE_Panel,23.58
OCCUPATION_TYPE_Laborers,23.04
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,21.28
NAME_EDUCATION_TYPE_Lower secondary,20.1
WEEKDAY_APPR_PROCESS_START_TUESDAY,19.26
OCCUPATION_TYPE_Medicine staff,19.06
PREV_CODE_REJECT_REASON_CLIENT_MEAN,18.36
NAME_HOUSING_TYPE_House / apartment,18.16
ORGANIZATION_TYPE_Security Ministries,17.84
LIVE_CITY_NOT_WORK_CITY,17.28
NAME_FAMILY_STATUS_Single / not married,16.84
NAME_HOUSING_TYPE_Municipal apartment,16.64
FLAG_DOCUMENT_11,15.62
ORGANIZATION_TYPE_Police,15.52
ORGANIZATION_TYPE_Medicine,14.18
WEEKDAY_APPR_PROCESS_START_SUNDAY,13.26
NAME_CONTRACT_TYPE_Cash loans,12.52
OCCUPATION_TYPE_Low-skill Laborers,11.32
NAME_CONTRACT_TYPE_Revolving loans,11.22
ORGANIZATION_TYPE_Kindergarten,10.36
OCCUPATION_TYPE_Sales staff,9.56
NAME_TYPE_SUITE_Other_B,9.48
WALLSMATERIAL_MODE_Others,7.08
FLAG_DOCUMENT_18,6.98
ORGANIZATION_TYPE_Hotel,5.56
ORGANIZATION_TYPE_Restaurant,3.58
